6.681008681951859966e+06,7.713112034421087243e+06,8.107937971213334240e+06,1.043206217759612016e+07,8.500494143423909321e+06,7.236192934397217818e+06,8.479772135991808027e+06
5.662656686503144912e+06,7.008427220403598621e+06,7.075823154977366328e+06,7.728522364104318433e+06,7.362879189843503758e+06,6.029497324451054446e+06,7.024327498808715492e+06
1.388573985114223696e+07,1.765260995592750981e+07,1.907865659820754081e+07,2.371612615103596821e+07,1.899631505477098748e+07,9.570674518907971215e+05,1.661539674630171992e+07
1.451172969450329803e+07,1.666331913900263421e+07,2.209238854715371504e+07,3.329764761234867945e+07,2.402390964872265235e+07,1.676142367078721896e+07,2.032556013973449916e+07
3.017622014349770267e+06,3.310769904471836518e+06,3.402125752784492448e+06,4.143848497285905760e+06,3.537826010866961908e+06,3.196820106216319371e+06,3.651250644231698010e+06
1.525543178581079468e+07,2.017587070573560148e+07,2.208805420349776372e+07,3.434891722101446241e+07,2.474552711416877806e+07,1.627048943519575335e+07,3.207572837644730881e+07
8.740693149043526500e+06,9.664395164141107351e+06,1.058162464293122478e+07,1.183410016186239198e+07,1.100283583499917947e+07,1.052657344347798266e+07,2.055785209513536468e+07
1.124255485646949708e+07,1.215952798989547230e+07,1.170571953659432195e+07,1.186865575529373437e+07,1.218398624745229445e+07,1.216358018370220624e+07,2.164499280488963425e+07
1.083344100386749581e+07,1.215883953394073620e+07,1.133226506406700425e+07,1.127328843217973411e+07,1.143824941491768509e+07,1.199256525728542358e+07,1.563157856514780596e+07
9.085068792616924271e+06,1.289543481636010110e+06,1.590650682294229046e+07,2.209117495647153258e+07,1.645355456458093971e+07,1.048996643345331028e+07,3.482651499001739919e+07
1.174489515849055350e+07,1.216578051849599928e+07,1.209669143452151306e+07,1.263711627012198418e+07,1.224642235882293060e+07,1.206963882816157490e+07,1.348739366787984408e+07
2.518034346214041114e+06,2.840614100692903623e+06,5.087477928058095276e+06,7.335612459057834931e+06,6.021177238483739085e+06,2.780399051567354240e+06,7.644289417274476029e+06
9.220114774345129728e+06,1.023794126785823330e+07,1.274456000000190735e+07,1.918567285917568579e+07,1.320771266244352423e+07,9.953773961505793035e+06,3.231541940930065885e+07
6.162102037043508608e+05,1.138817335291011259e+06,5.617421291547136381e+06,1.463716744572277181e+07,5.743039479289553128e+06,1.329276611028580461e+06,4.797507572731279768e+06
9.133862605828989763e+05,1.007569992734716274e+06,1.098257669624073431e+06,2.955471126777227037e+06,1.251455496616391232e+06,1.069086780253309291e+06,4.748693534384859726e+06
3.040172232479876373e+06,3.971713674653408583e+06,3.688820740242756438e+06,4.560290542721700855e+06,3.848696548070764169e+06,3.455016992452454288e+06,3.665222953529979102e+06
6.882972468069261871e+06,3.687728426565961447e+06,7.504440527691766620e+06,7.714801685754300095e+06,3.876537071691968013e+06,7.486968518515954725e+06,7.663417346587513573e+06
2.896332807717700489e+06,3.022795652881787624e+06,3.472941165972152259e+06,3.565132866141785402e+06,3.612130678391115740e+06,3.079012464752467349e+06,3.352253060506100766e+06
3.221083088791589718e+06,4.213261475366877392e+06,4.674531279636237770e+06,6.098867978160843253e+06,4.826515444975290447e+06,3.678738825661058072e+06,4.546425145392838866e+06
9.123696588808475062e+06,1.058533961709688045e+07,1.195018261283829808e+07,1.552092633326640539e+07,1.248898023243335076e+07,1.014414610508485883e+07,1.978186240747486800e+07
