1.730345752200032075e+04,1.272061791119103134e+07,1.487640107143085916e+06,6.799851367163840681e+06,6.568631948599319905e+06,7.949249224959007464e+06,1.398441316121860407e+07
1.394875482346872559e+04,1.558910495857574791e+07,4.906220482908733189e+06,5.126652639169123955e+06,1.065621321862364933e+07,5.911108702418878675e+06,9.904966319149905816e+06
4.126333550401241155e+03,2.437437397451208904e+07,3.107922104788840748e+06,5.648307741527490318e+06,1.228518028720502555e+07,2.393202801559136715e+06,3.541538660974160768e+06
2.359511386798916283e+04,1.466230894883332029e+07,5.833532543068820611e+06,5.620410542427915148e+06,9.567969472971726209e+06,1.330078617467466369e+07,1.939415134985450655e+07
7.946526045834776596e+03,5.669138777624941431e+06,1.929584605988410767e+06,1.127175930047255941e+07,5.698965600164206699e+06,3.818607961893496569e+06,8.059903432486568578e+06
2.412170242152201899e+04,2.985978331543494761e+07,5.889777662728896365e+06,7.127940061881843954e+06,4.983730754293969832e+06,9.738470486666887999e+06,5.121296582892909646e+07
1.337324958978139875e+04,9.999654246235286817e+06,3.321919704315160401e+06,5.582213899230619892e+06,9.817933261290976778e+06,1.680828422450460866e+07,4.546139277603732795e+07
1.138992051085007688e+03,1.106475791675234027e+07,4.648156889207882807e+06,4.394594324315903708e+06,9.389173159358950332e+06,1.068091343028816953e+07,4.482495554281663150e+07
1.142179044352126539e+03,1.301667773819978349e+07,6.555724218413342722e+06,3.481415952581448480e+06,6.797882211165626533e+06,1.317425563643528335e+07,3.004691490290573612e+07
3.016741548019682796e+03,5.411911758050224744e+06,4.051207538337553386e+06,7.108709491827530786e+06,1.118991746916110441e+07,1.192339336608833447e+07,6.665245661091449857e+07
5.766284787673853316e+03,6.084653067314581014e+06,4.078867347541844007e+06,9.020713322367703542e+06,5.645579492377216928e+06,5.844784699748620391e+06,1.566427047583591193e+07
1.787362004428931687e+04,5.947555427219147794e+06,8.631852301507037133e+06,5.188319709230615757e+06,1.146568728408647329e+07,4.633261559030278586e+06,2.687442468768913299e+07
1.847682290671879673e+04,1.033321370834623277e+07,2.872598418042463250e+06,7.612821076138453558e+06,6.336138903001961298e+06,6.092217414248774759e+06,6.459514530023876578e+07
3.724784380325933398e+03,5.396992068673214875e+06,1.946976868731991155e+06,7.467708366768867709e+06,1.108316000873219967e+07,1.512922130068940343e+06,1.789255024165594950e+07
8.279645816639900659e+03,3.203031690614003688e+06,1.516320288091941504e+06,1.904669086216895655e+07,5.642480933955651708e+06,4.287626957151677459e+06,2.692681876271113008e+07
8.327680020323334247e+03,1.219395896429356560e+07,2.547622758085841313e+06,1.189891704791675508e+07,7.464479743086249568e+06,7.276249705860147253e+06,3.549127751729073003e+06
1.015131023042137372e+03,9.094328064970979467e+06,7.377843370232829824e+06,8.592991639395231381e+06,7.618898258634229191e+06,8.811203461536196992e+06,7.549720956937495619e+06
8.119949525883518618e+03,3.071190507157602813e+06,6.425149912168502808e+06,5.972784428647409193e+06,8.277884159427497536e+06,4.527807195243240334e+06,4.438806487548318692e+06
1.699412763769170851e+03,1.032979388924580254e+07,2.929336523341346532e+06,1.124089593185721524e+07,6.331661988463413902e+06,4.699169440440124832e+06,6.845541735894709826e+06
1.575814809057229286e+04,1.493383948687156662e+07,5.911624288474433124e+06,3.580931440202014986e+06,4.266521732875003479e+06,8.719755887213788927e+06,4.217802424566923827e+07
2.164578373802156420e+03,9.588306620667211711e+06,2.285570475954768248e+06,6.389533512592707761e+06,1.137398983288997039e+07,3.023121038308918942e+06,3.175779218695833161e+07
3.620066525177651329e+03,3.297863588756248821e+06,1.936383965544537175e+06,5.741829165824181400e+06,9.964342452619712800e+06,2.803912795035572257e+06,2.666988993473204598e+07
7.415482720377110127e+03,9.781166396785281599e+06,9.107096873804233968e+06,3.864827688567998353e+06,4.797673800660993904e+06,9.984359761376423761e+06,1.490997134728404693e+07
2.226851423972496559e+04,8.744190569862663746e+06,4.763635301951159723e+06,1.269001089743757248e+07,8.864703104280123487e+06,2.869313103401621059e+07,6.364358454319362342e+07
8.134912753437042738e+03,1.101425177091504913e+06,5.524054865125966026e+05,2.362776696166392416e+07,8.005080035792669281e+06,4.432035552380856825e+05,8.428589511974280700e+06
1.966750825667573054e+03,4.559105338576870970e+06,2.814171484428418800e+06,9.799394754852119833e+06,7.041007767792209052e+06,4.884146464860067703e+06,1.912188930542700738e+07
1.003720278599893936e+04,7.304539842960242182e+06,4.728955554163134657e+06,6.663158213188814931e+06,8.694219110613375902e+06,6.547819259881341830e+06,1.420516710008905828e+07
1.240681789059911171e+04,3.719871122053874191e+06,6.129263943335368298e+06,1.324859878806344047e+07,8.676914402583267540e+06,8.659566563097430393e+06,1.016634413143210858e+07
1.159385629270904974e+04,1.095568917424142733e+07,2.865290155171432998e+06,6.472857597890553996e+06,4.786239558910300024e+06,7.754652916194439866e+06,2.598780803059269115e+07
8.539064973042732163e+02,7.741933375268525444e+06,4.873465860690261237e+06,7.348004918649186380e+06,5.886802923816983588e+06,4.465768117078634910e+06,3.813308206847215444e+07
1.200863578763212672e+03,4.259474230851922184e+06,3.501918539273017086e+06,7.375410851447062567e+06,1.023111184620781429e+07,6.065009016430266201e+06,3.460015595141451806e+07
9.249379231995271766e+03,7.681593874951649457e+06,4.516544792989199050e+06,1.064811284710372239e+07,9.019537408952357247e+06,8.614847394516866654e+06,5.433527566713780165e+07
1.750165603272156295e+04,3.876036233855014201e+06,1.498169543909036322e+06,9.348930655318088830e+06,4.408415073246320710e+06,2.714543889368976001e+06,1.218367040590541624e+07
6.360901488520325074e+03,3.555758744802084751e+06,6.735157041908685118e+06,1.914609017438847944e+07,7.386080959865074605e+06,4.228262115523681976e+06,6.716805167642310262e+06
1.277567288046075419e+03,3.760542788915389217e+06,2.320069544281543698e+06,1.803557573265706375e+07,5.939201413566119038e+06,7.846576295712375082e+06,4.752681162104837596e+06
2.580213198581564484e+03,4.174670682436783332e+06,1.697824637674105586e+06,5.449142382974022068e+06,6.690428500803619623e+06,2.698712145347245969e+06,6.659368170213719830e+06
9.511962901481731024e+03,5.626016113045033999e+06,2.242718021424879786e+06,7.292891293071772903e+06,7.191056220663377084e+06,4.177784302258593962e+06,1.081929826066243276e+07
7.835031342157589279e+03,1.593641107876727916e+07,2.538542872601493727e+06,8.920363792437549680e+06,6.020506514826138504e+06,5.197351271200998686e+06,4.156939251428356767e+07
1.992738883272721068e+04,1.506356353022878291e+06,1.825244766932250466e+06,1.138225629378396086e+07,8.527597991289375350e+06,6.928402433594755130e+05,3.941540120086384006e+06
1.573464749563447413e+03,6.246015283212202601e+06,1.925557404655120103e+06,7.928825486189693213e+06,5.248287721475305967e+06,9.943022343359906226e+06,1.837481147708632052e+07
4.820413559243593227e+03,3.407711600092135835e+06,2.504409199230629019e+06,1.881031039948860928e+07,6.932374837117499672e+06,4.005467906682354864e+06,5.039859293031033128e+06
1.324917711012588916e+04,4.401215881073532626e+06,2.756877564166405238e+06,6.065432507966577075e+06,5.453547246061281301e+06,1.003931320834443159e+07,5.106760245368023217e+07
9.775976935312883143e+02,1.319075704503549635e+07,7.011298670618169941e+06,4.762359283704455942e+06,8.395155034705940634e+06,4.547712959083754569e+06,6.467178224590194412e+06
2.168272165976248289e+03,1.072518010704405792e+07,3.800700626059746835e+06,1.132507578122979030e+07,1.025887794512137957e+07,5.676157811027317308e+06,3.772071847190494835e+07
1.126059565833175475e+04,4.027707787026575767e+06,4.107518164502489846e+06,8.215015558015826158e+06,9.833312047488389537e+06,7.383495342755087651e+06,3.302712647749540582e+07
7.544071233867372939e+03,3.039653606542349234e+07,5.830503950513764285e+06,1.222009907846191339e+07,6.568785181931245141e+06,1.183362963240586221e+07,3.676756557429374009e+07
6.761074975129641643e+03,1.590326295986282267e+07,3.148067361724455841e+06,3.298457230225251522e+06,6.938839113661167212e+06,8.195374997865380719e+06,5.686537717335996032e+07
