2.302585092994046345e+00,2.565805489113604381e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.007674975164153608e-01,5.448703701434536129e+01,6.000000000000000000e+01,1.589978218078613281e+00,1.000000000000000000e+00
4.607887079137995556e-01,9.684620071679762532e+01,3.020000000000000000e+02,7.837316274642944336e+00,1.000000000000000000e+00
3.012310794323642682e-01,1.951352413005065500e+01,4.600000000000000000e+02,1.198520445823669434e+01,1.000000000000000000e+00
2.859297575460102436e-01,2.372540632181077669e+01,8.650000000000000000e+02,2.248490285873413086e+01,1.250000000000000000e-01
2.373526239239733826e-01,8.877566534935937170e+00,1.243000000000000000e+03,3.224114632606506348e+01,1.000000000000000000e+00
2.202679290241711385e-01,3.203406140802926405e+00,1.645000000000000000e+03,4.245982432365417480e+01,1.000000000000000000e+00
2.138327524332517271e-01,1.158230599987155163e+00,2.047000000000000000e+03,5.282589292526245117e+01,1.000000000000000000e+00
2.113010766762339898e-01,3.758083478940597022e-01,2.449000000000000000e+03,6.344544577598571777e+01,1.000000000000000000e+00
2.105135654004559598e-01,1.232581043169502510e-01,2.851000000000000000e+03,7.367592763900756836e+01,1.000000000000000000e+00
2.100865822394837323e-01,1.047100176662422027e-01,3.253000000000000000e+03,8.397010326385498047e+01,1.000000000000000000e+00
2.097750308079788795e-01,1.838814238689467917e-01,3.655000000000000000e+03,9.442287731170654297e+01,1.000000000000000000e+00
2.095444461590592056e-01,7.453831305711532129e-02,4.057000000000000000e+03,1.052492139339447021e+02,1.000000000000000000e+00
2.093613259639486301e-01,1.059222095060523977e-01,4.459000000000000000e+03,1.156967167854309082e+02,1.000000000000000000e+00
2.092130544608128417e-01,4.700697693851439707e-02,4.861000000000000000e+03,1.264390192031860352e+02,1.000000000000000000e+00
2.090874555927015876e-01,9.245853014707612616e-02,5.263000000000000000e+03,1.366533679962158203e+02,1.000000000000000000e+00
