2.302585092994046345e+00,2.565805489113604381e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.462582870739552732e-01,8.667393520291152242e+01,1.200000000000000000e+01,5.500328540802001953e-01,1.000000000000000000e+00
4.386759108516393724e-01,3.206039238312003903e+01,3.000000000000000000e+01,1.334253072738647461e+00,1.000000000000000000e+00
3.462077542551780240e-01,8.478410630626454392e+00,5.800000000000000000e+01,2.277530670166015625e+00,1.000000000000000000e+00
2.884930561386305214e-01,3.726208546387747234e+00,1.040000000000000000e+02,3.701906681060791016e+00,1.000000000000000000e+00
2.575498019540729544e-01,1.627676093354688103e+00,1.780000000000000000e+02,5.780660152435302734e+00,1.000000000000000000e+00
2.379193654535054492e-01,8.574790748955315456e-01,2.960000000000000000e+02,9.029594659805297852e+00,1.000000000000000000e+00
2.271581288675186272e-01,4.279178587302100989e-01,4.620000000000000000e+02,1.366477584838867188e+01,1.000000000000000000e+00
2.202603881146334430e-01,3.141537149817298924e-01,6.840000000000000000e+02,1.969606542587280273e+01,1.000000000000000000e+00
2.170216829714366469e-01,1.184823826071818437e-01,9.280000000000000000e+02,2.601714158058166504e+01,1.000000000000000000e+00
2.147953150686596757e-01,1.161138181267682978e-01,1.332000000000000000e+03,3.668004965782165527e+01,5.000000000000000000e-01
2.132068059665872539e-01,9.735074773919694113e-02,1.736000000000000000e+03,4.726655769348144531e+01,5.000000000000000000e-01
2.116506780372748864e-01,6.780707469054189640e-02,2.070000000000000000e+03,5.606948518753051758e+01,1.000000000000000000e+00
2.108699190722447270e-01,2.232218150950622190e-02,2.472000000000000000e+03,6.666630101203918457e+01,1.000000000000000000e+00
2.104385051021129271e-01,1.068305035410450042e-02,2.874000000000000000e+03,7.726137733459472656e+01,1.000000000000000000e+00
2.100654879046235379e-01,8.215645896320488903e-03,3.276000000000000000e+03,8.790925288200378418e+01,1.000000000000000000e+00
