2.302585092994046345e+00,2.565805489113604381e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.508441047761355236e-01,8.610771694939928977e+01,3.000000000000000000e+00,3.470776081085205078e-01,1.000000000000000000e+00
4.376787175344665215e-01,3.580763625027935859e+01,6.799999999999999822e+00,8.105080127716064453e-01,1.000000000000000000e+00
3.465846597475614743e-01,8.941119650785807949e+00,1.119999999999999929e+01,1.382185697555541992e+00,1.000000000000000000e+00
2.839033072426531135e-01,6.228650687293954213e+00,1.919999999999999929e+01,2.336857318878173828e+00,1.000000000000000000e+00
2.681190977441376688e-01,1.433966921798387695e+00,2.479999999999999716e+01,3.064866304397583008e+00,1.000000000000000000e+00
2.538080770708690537e-01,1.404502071448174405e+00,6.619999999999998863e+01,7.568108558654785156e+00,1.250000000000000000e-01
2.459223879089513787e-01,1.379693748775961959e+00,1.003999999999999915e+02,1.121842002868652344e+01,1.250000000000000000e-01
2.385473967056999101e-01,1.247422439700803132e+00,1.261999999999999886e+02,1.396863198280334473e+01,2.500000000000000000e-01
2.337669434020490655e-01,1.138801544642572772e+00,1.513999999999999773e+02,1.660400080680847168e+01,2.500000000000000000e-01
2.298463951113554060e-01,9.677330640142820517e-01,1.709999999999999716e+02,1.875451350212097168e+01,5.000000000000000000e-01
2.279086952010409561e-01,9.674013393313677378e-01,1.953999999999999773e+02,2.135253548622131348e+01,2.500000000000000000e-01
2.266767833913867491e-01,6.112811122932522157e-01,2.173999999999999773e+02,2.368416070938110352e+01,2.500000000000000000e-01
2.254130913804868186e-01,5.540613134161552766e-01,2.641999999999999886e+02,2.863242650032043457e+01,6.250000000000000000e-02
2.235842713171738438e-01,5.048360404487053366e-01,3.088000000000000114e+02,3.343342447280883789e+01,1.250000000000000000e-01
2.227104249282874093e-01,4.426996453344184679e-01,3.576000000000000227e+02,3.862310957908630371e+01,6.250000000000000000e-02
