2.302585092994046345e+00,2.565805489113604381e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.694954294003601092e-01,1.030020384942853156e+02,2.120000000000000107e+00,2.214081287384033203e-01,1.000000000000000000e+00
4.977403578640045012e-01,6.945387897820673118e+01,6.400000000000000355e+00,5.126347541809082031e-01,5.000000000000000000e-01
3.729191422242186249e-01,1.960952975115047181e+01,8.660000000000000142e+00,7.450127601623535156e-01,1.000000000000000000e+00
3.291160174861591514e-01,1.115613194334474656e+01,1.762000000000000099e+01,1.293073177337646484e+00,1.250000000000000000e-01
3.045798343086811855e-01,9.740164436785454072e+00,2.928000000000000114e+01,1.991603374481201172e+00,6.250000000000000000e-02
2.887791624852118488e-01,6.440310691072561156e+00,4.079999999999999716e+01,2.618944168090820312e+00,6.250000000000000000e-02
2.779290351006240556e-01,5.592567367136355827e+00,5.509999999999999432e+01,3.438876390457153320e+00,3.125000000000000000e-02
2.702936105951865287e-01,4.855015965845144166e+00,6.913999999999998636e+01,4.197856187820434570e+00,3.125000000000000000e-02
2.628579486109865471e-01,4.509987942941827477e+00,8.121999999999998465e+01,4.885043144226074219e+00,6.250000000000000000e-02
2.581806805983015707e-01,3.869207243882824443e+00,9.557999999999998408e+01,5.722235918045043945e+00,3.125000000000000000e-02
2.547352532493203370e-01,3.323032757415245175e+00,1.154799999999999898e+02,6.874934434890747070e+00,7.812500000000000000e-03
2.503964747859317441e-01,3.122385693277654362e+00,1.307999999999999829e+02,7.775249719619750977e+00,3.125000000000000000e-02
2.478862433378026253e-01,2.639380301494393066e+00,1.507999999999999829e+02,8.890492916107177734e+00,7.812500000000000000e-03
2.452531221241187609e-01,2.106646565717686048e+00,1.687999999999999829e+02,9.945588350296020508e+00,1.562500000000000000e-02
2.428735730579534291e-01,2.028564772801385807e+00,1.867999999999999829e+02,1.092183828353881836e+01,1.562500000000000000e-02
