2.302585092994046345e+00,2.565805489113604381e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.110656322843324162e+00,2.364055669414839542e+02,1.200000000000000000e+01,7.220785617828369141e-01,1.562500000000000000e-02
1.629751646414256072e+00,1.702340166285012799e+02,2.300000000000000000e+01,1.411401510238647461e+00,3.125000000000000000e-02
1.504401857607180482e+00,1.337900092304477369e+02,3.400000000000000000e+01,2.154081344604492188e+00,3.125000000000000000e-02
1.068495715255983747e+00,9.279706585022231025e+01,4.700000000000000000e+01,2.948178052902221680e+00,7.812500000000000000e-03
8.287226477788545154e-01,6.721241698352064020e+01,6.000000000000000000e+01,3.732089757919311523e+00,7.812500000000000000e-03
6.529925386558037559e-01,4.859121421801733476e+01,7.300000000000000000e+01,4.497897386550903320e+00,7.812500000000000000e-03
5.555519627120117931e-01,4.103527699993692579e+01,8.600000000000000000e+01,5.293396472930908203e+00,7.812500000000000000e-03
4.847741786411985387e-01,3.154968307813192752e+01,9.900000000000000000e+01,6.096681833267211914e+00,7.812500000000000000e-03
4.405534405881281756e-01,2.901126553957238485e+01,1.120000000000000000e+02,6.853676795959472656e+00,7.812500000000000000e-03
4.131623870490539474e-01,2.286063656364355623e+01,1.250000000000000000e+02,7.695087194442749023e+00,7.812500000000000000e-03
3.759744683282990607e-01,2.049739189521533334e+01,1.390000000000000000e+02,8.495378732681274414e+00,3.906250000000000000e-03
3.531947669696551273e-01,1.784876827220767836e+01,1.530000000000000000e+02,9.359099149703979492e+00,3.906250000000000000e-03
3.463338767327215351e-01,1.769558098636347765e+01,1.660000000000000000e+02,1.016097760200500488e+01,7.812500000000000000e-03
3.270542373129829983e-01,1.201830580803826898e+01,1.800000000000000000e+02,1.105396151542663574e+01,3.906250000000000000e-03
3.112974243044144274e-01,1.263905748636434190e+01,1.940000000000000000e+02,1.193786811828613281e+01,3.906250000000000000e-03
