2.302585092994046345e+00,2.565805489113604381e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.019297768919422253e+00,6.719259631553664747e+01,1.770000000000000284e+01,1.933553457260131836e+00,1.000000000000000000e+00
7.937764344122930638e-01,5.247548520852971876e+01,4.370000000000000284e+01,4.507165908813476562e+00,6.250000000000000000e-02
7.196846146569955138e-01,4.694693107942020305e+01,6.870000000000000284e+01,7.137360811233520508e+00,1.250000000000000000e-01
6.375710315479761192e-01,4.435654556662957049e+01,9.370000000000000284e+01,9.736348152160644531e+00,1.250000000000000000e-01
5.280880026441892028e-01,3.191027651576263935e+01,1.197000000000000028e+02,1.235333704948425293e+01,6.250000000000000000e-02
4.524402066673083311e-01,2.562726963686383641e+01,1.446999999999999886e+02,1.489099955558776855e+01,1.250000000000000000e-01
4.009832141873985734e-01,2.151643352646027196e+01,1.696999999999999886e+02,1.747506284713745117e+01,1.250000000000000000e-01
3.830935644255362149e-01,1.945797076627265554e+01,1.946999999999999886e+02,2.005875825881958008e+01,1.250000000000000000e-01
3.500799591633150243e-01,1.698881542297918656e+01,2.206999999999999886e+02,2.264790964126586914e+01,6.250000000000000000e-02
3.494688052920853494e-01,1.381970950932077358e+01,2.456999999999999886e+02,2.518455410003662109e+01,1.250000000000000000e-01
3.374858623279504144e-01,1.362599987600906459e+01,2.716999999999999886e+02,2.782688784599304199e+01,6.250000000000000000e-02
3.265850869003887880e-01,1.377898745973783079e+01,2.976999999999999886e+02,3.040385413169860840e+01,6.250000000000000000e-02
3.042173942124293262e-01,1.095409596221634985e+01,3.236999999999999886e+02,3.302726030349731445e+01,6.250000000000000000e-02
2.877606533666039468e-01,9.693765314033072400e+00,3.496999999999999886e+02,3.574540305137634277e+01,6.250000000000000000e-02
2.826786657327637897e-01,9.479847991510863991e+00,3.746999999999999886e+02,3.836956048011779785e+01,1.250000000000000000e-01
