2.302585092994046345e+00,2.565805489113604381e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.965863102293376130e-01,5.001840599812703658e+01,1.240000000000000036e+01,1.388574838638305664e+00,1.000000000000000000e+00
5.164131050398692580e-01,4.192899287247963969e+01,5.739999999999999858e+01,6.348367452621459961e+00,1.250000000000000000e-01
4.651675980281897438e-01,3.332222222537993161e+01,1.024000000000000057e+02,1.138205385208129883e+01,1.250000000000000000e-01
4.538297170106959655e-01,3.276049959229783326e+01,1.464000000000000057e+02,1.622269344329833984e+01,2.500000000000000000e-01
4.132117942436188684e-01,2.519144029690188802e+01,1.934000000000000057e+02,2.121978926658630371e+01,3.125000000000000000e-02
3.542012800174019205e-01,2.313336680101817677e+01,2.394000000000000057e+02,2.623639965057373047e+01,6.250000000000000000e-02
3.103920737217338299e-01,1.476118913743099625e+01,2.833999999999999773e+02,3.102854394912719727e+01,2.500000000000000000e-01
3.068521986704455529e-01,1.280040590790803989e+01,3.263999999999999773e+02,3.584243559837341309e+01,5.000000000000000000e-01
2.763302458194516475e-01,9.400476289723455281e+00,3.713999999999999773e+02,4.080532002449035645e+01,1.250000000000000000e-01
2.614483420073909770e-01,6.021874609468257589e+00,4.153999999999999773e+02,4.565029859542846680e+01,2.500000000000000000e-01
2.488603431396185783e-01,5.170970259951762849e+00,4.603999999999999773e+02,5.063413333892822266e+01,1.250000000000000000e-01
2.441698541881898166e-01,4.414674313572526820e+00,5.043999999999999773e+02,5.544572138786315918e+01,2.500000000000000000e-01
2.400999404070756071e-01,4.241686717030269449e+00,5.493999999999999773e+02,6.035080409049987793e+01,1.250000000000000000e-01
2.329528670701144222e-01,3.446740005008552821e+00,5.943999999999999773e+02,6.531394863128662109e+01,1.250000000000000000e-01
2.288594157093832848e-01,2.948917502209807751e+00,6.393999999999999773e+02,7.019556283950805664e+01,1.250000000000000000e-01
